2023-08-22 03:50:41.750 [info] Log level: Info
2023-08-22 03:50:41.750 [info] Validating found git in: "git"
2023-08-22 03:50:41.750 [info] Using git "2.41.0" from "git"
2023-08-22 03:50:41.750 [info] > git rev-parse --show-toplevel [4ms]
2023-08-22 03:50:41.761 [info] > git rev-parse --show-toplevel [0ms]
2023-08-22 03:50:41.772 [info] > git rev-parse --show-toplevel [1ms]
2023-08-22 03:50:41.792 [info] > git rev-parse --show-toplevel [10ms]
2023-08-22 03:50:42.063 [info] > git rev-parse --show-toplevel [55ms]
2023-08-22 03:50:42.149 [info] > git rev-parse --show-toplevel [17ms]
2023-08-22 03:50:42.234 [info] > git rev-parse --show-toplevel [50ms]
